Age,Breed1,Breed2,Gender,Color1,Color2,MaturitySize,Vaccinated,FurLength,Dewormed,Sterilized,Health,Quantity,AdoptionSpeed,AdoptionSpeedBinary
3,307,0,3,1,2,2,2,1,3,3,1,4,4,1
4,266,0,1,3,0,1,2,1,1,2,1,1,1,0
48,307,0,2,2,7,2,1,1,1,1,1,1,4,1
3,266,0,2,1,0,1,3,1,3,3,1,1,4,1
36,307,307,1,1,2,2,1,3,1,1,1,2,4,1
8,292,299,2,2,6,1,3,1,3,3,1,1,4,1
2,266,0,2,4,7,1,2,2,2,2,1,1,1,0
2,307,0,2,5,0,1,2,1,2,2,1,1,4,1
24,307,0,2,1,0,2,2,1,2,1,1,1,4,1
11,303,266,2,1,2,2,1,1,1,1,1,1,4,1
14,307,0,1,1,0,2,1,1,1,2,1,1,4,1
2,265,0,1,1,7,2,2,2,2,2,1,1,2,0
4,266,0,1,1,6,4,2,2,2,2,1,1,2,0
60,254,0,2,1,3,2,1,1,1,1,1,1,3,1
3,307,0,3,1,2,3,2,1,2,2,1,3,2,0
2,266,264,2,7,0,1,2,1,2,2,1,1,1,0
9,306,0,1,6,7,2,1,2,1,1,1,1,0,0
12,76,307,2,1,7,2,1,1,1,1,1,1,4,1
1,141,307,3,5,0,2,2,1,2,2,1,4,2,0
22,266,0,1,1,2,2,1,1,1,1,1,1,4,1
7,307,0,1,1,2,2,1,1,1,3,1,1,1,0
3,307,0,2,1,2,2,2,1,1,2,1,1,3,1
1,307,0,2,1,2,2,2,2,2,2,1,1,2,0
3,251,254,3,1,2,2,2,3,1,2,1,3,1,0
12,299,0,2,3,6,2,1,2,2,1,1,2,4,1
12,266,0,2,6,7,2,1,1,1,1,1,1,4,1
60,152,0,1,2,0,1,3,1,3,2,1,1,2,0
3,213,307,2,1,2,2,3,2,3,2,1,1,3,1
3,266,0,2,7,0,2,1,1,1,2,1,2,4,1
84,205,0,2,3,7,1,1,3,1,1,1,1,2,0
24,307,0,2,2,7,2,1,1,1,1,1,1,4,1
3,307,141,1,3,0,3,1,1,1,2,1,1,0,0
1,266,0,1,1,2,1,2,1,2,2,1,1,1,0
12,299,0,1,3,5,2,1,1,1,1,1,1,4,1
22,119,103,1,1,6,2,1,1,1,2,1,1,2,0
3,266,0,2,4,7,3,2,2,2,3,1,1,1,0
4,141,307,2,1,0,2,3,1,3,3,1,2,3,1
24,307,173,1,2,0,2,1,1,1,1,1,1,4,1
22,307,0,1,2,3,2,1,1,1,3,1,1,3,1
1,307,307,3,1,2,2,1,1,1,2,1,3,4,1
4,266,0,1,1,6,2,2,2,2,2,1,3,2,0
3,265,0,2,2,7,1,2,2,2,2,1,1,2,0
24,212,0,2,4,0,1,1,2,1,1,1,1,4,1
18,292,0,3,2,3,2,2,2,2,2,1,3,3,1
2,307,0,2,2,7,2,1,1,1,2,1,5,4,1
38,128,0,1,2,7,1,1,1,1,1,1,1,2,0
2,78,307,2,1,2,2,1,1,1,2,1,1,3,1
2,103,307,2,1,4,2,2,2,2,2,1,1,2,0
36,307,0,2,2,7,2,1,2,2,1,1,1,4,1
12,20,0,1,1,2,2,1,1,1,2,1,1,2,0
36,179,0,2,5,0,1,3,3,3,2,1,1,1,0
3,266,285,1,1,0,3,2,1,1,2,1,1,1,0
1,307,0,1,2,6,2,2,1,2,2,1,1,3,1
4,307,0,3,1,2,1,2,2,2,2,1,6,1,0
3,266,0,2,6,0,1,1,2,1,2,1,1,2,0
84,280,0,2,2,3,2,1,3,1,1,1,1,1,0
16,264,265,1,7,0,3,2,2,1,1,1,2,4,1
5,292,266,1,2,0,1,1,1,1,1,1,1,1,0
10,206,109,3,1,3,3,1,3,1,1,1,3,3,1
2,266,0,3,4,5,2,1,1,1,2,1,4,3,1
3,285,276,1,6,0,2,1,2,1,2,1,1,2,0
36,147,307,2,7,0,1,1,2,1,1,1,2,2,0
12,285,292,1,1,7,3,2,3,1,2,1,1,1,0
48,23,0,2,2,0,1,1,3,1,1,1,1,2,0
17,307,0,2,1,2,1,1,1,1,1,1,1,4,1
48,266,0,2,5,7,2,1,1,1,1,1,1,4,1
3,25,0,2,6,0,1,2,1,1,2,1,1,4,1
41,103,0,2,1,2,2,1,2,1,1,1,1,2,0
2,307,307,2,3,0,2,1,1,1,2,1,2,3,1
2,266,299,2,1,6,1,2,2,2,2,1,1,1,0
2,266,0,3,1,4,2,2,1,2,2,1,4,1,0
2,265,0,1,3,0,2,2,1,1,2,1,1,3,1
2,307,0,1,1,7,2,2,2,2,2,1,2,2,0
24,266,0,2,2,0,3,2,1,2,2,1,6,1,0
1,307,0,1,1,3,2,2,1,3,3,1,1,4,1
3,266,0,3,4,7,1,2,1,2,2,1,2,2,0
1,265,0,1,6,0,1,2,2,1,2,1,1,4,1
6,103,0,1,1,0,2,1,1,1,2,1,1,2,0
5,103,307,2,1,2,2,1,1,1,1,1,1,3,1
2,266,0,2,1,2,1,2,1,2,2,1,4,1,0
2,266,256,2,1,0,3,2,1,2,2,1,1,1,0
5,265,0,3,1,4,2,2,2,2,2,1,3,4,1
2,266,0,2,4,7,2,2,1,2,2,1,1,2,0
1,307,0,2,1,2,2,3,1,3,2,1,1,3,1
8,307,0,2,5,0,2,3,2,3,3,1,1,3,1
2,307,0,2,1,0,2,1,1,2,2,1,1,3,1
4,307,0,1,1,2,2,3,1,3,3,1,1,3,1
1,307,0,2,1,2,3,2,3,1,2,1,1,2,0
1,266,0,2,6,7,1,2,1,2,2,1,1,1,0
12,119,0,2,1,6,3,3,2,3,1,1,1,2,0
3,307,0,2,1,2,2,2,1,1,2,1,2,2,0
2,307,0,1,2,7,2,1,1,1,2,1,1,3,1
1,307,0,3,3,5,2,2,2,1,2,1,4,2,0
36,307,0,1,1,2,2,3,2,3,1,1,1,3,1
5,307,0,2,4,5,2,2,1,1,2,1,1,4,1
2,307,0,2,1,0,2,1,1,1,2,1,1,4,1
0,292,0,3,1,5,2,2,2,2,2,1,5,4,1
4,265,0,2,1,7,2,2,2,1,2,1,1,4,1
2,307,0,2,5,0,2,1,1,1,2,1,1,3,1
2,266,0,2,1,5,2,2,1,1,2,1,1,2,0
11,264,0,2,2,4,2,2,3,1,2,1,1,3,1
3,307,0,2,3,7,2,1,1,1,3,1,1,3,1
4,265,0,2,1,7,2,1,2,1,2,1,1,3,1
1,266,0,3,1,4,1,2,1,2,2,1,4,2,0
4,266,0,1,6,7,2,2,1,1,2,1,1,3,1
1,265,0,1,1,7,2,3,2,3,3,1,1,1,0
3,266,0,2,5,0,1,2,1,2,2,1,1,3,1
6,307,0,1,7,0,2,1,1,1,1,1,1,2,0
2,266,0,3,1,7,2,2,2,2,2,1,4,3,1
24,307,141,1,3,5,2,1,1,1,2,1,1,2,0
3,307,0,2,2,0,2,1,1,1,2,1,1,4,1
6,179,0,1,2,0,2,1,2,1,2,1,1,2,0
108,292,0,2,2,5,3,1,2,1,1,1,1,1,0
12,266,266,2,4,6,2,2,1,2,1,1,1,4,1
7,266,0,3,2,5,2,2,1,2,2,1,2,2,0
3,307,0,2,4,7,2,2,1,2,2,1,1,1,0
2,307,0,2,1,4,2,2,2,2,2,1,4,4,1
4,299,306,2,6,7,1,2,2,2,2,1,1,1,0
3,266,0,2,4,7,1,1,1,1,2,1,1,2,0
2,307,0,1,6,7,2,2,2,1,2,1,1,2,0
12,307,0,1,1,0,2,2,2,2,2,1,1,2,0
10,266,266,2,7,0,2,1,2,1,1,1,2,3,1
3,266,0,1,1,2,2,1,1,1,2,1,1,2,0
3,307,0,1,1,7,2,2,1,2,2,1,1,3,1
1,213,307,3,1,2,2,2,1,1,2,1,2,3,1
9,307,213,2,1,2,2,1,2,1,1,1,1,2,0
3,103,213,2,1,0,2,1,2,1,2,1,1,2,0
2,307,307,1,1,2,2,1,2,1,2,1,1,1,0
7,265,0,2,1,2,2,2,2,1,2,1,1,4,1
2,266,0,1,1,7,2,2,1,2,2,1,1,3,1
8,283,0,1,3,7,2,1,1,1,2,1,1,4,1
4,285,265,1,1,7,2,1,2,1,2,1,1,2,0
8,266,0,1,6,0,2,2,1,2,2,1,1,3,1
7,307,0,2,1,0,2,1,1,1,1,1,1,3,1
24,307,141,1,5,0,2,3,2,3,3,1,1,3,1
4,213,205,2,5,0,2,1,2,1,2,1,1,2,0
1,299,266,3,1,2,1,2,2,1,2,1,3,3,1
12,266,0,2,3,0,2,3,1,3,3,1,1,4,1
18,265,0,1,5,7,2,2,2,2,2,1,1,3,1
5,288,266,1,1,6,2,2,1,1,2,1,1,2,0
47,250,285,2,1,2,2,2,3,2,2,1,1,4,1
60,254,0,2,1,3,2,1,2,1,1,1,1,3,1
2,307,0,3,3,0,2,3,1,3,3,1,2,1,0
2,307,0,3,5,7,2,2,2,2,2,1,2,2,0
2,307,0,1,1,2,2,1,2,1,2,1,1,0,0
24,266,0,1,4,0,2,2,1,2,2,1,1,4,1
6,292,265,2,5,7,2,2,2,1,2,1,1,3,1
12,307,26,1,2,0,2,1,1,1,1,1,1,3,1
4,265,0,3,5,7,1,1,2,1,1,1,2,4,1
2,307,0,2,1,2,2,1,1,1,2,1,4,3,1
1,307,307,3,1,0,2,3,2,3,2,1,9,4,1
8,288,276,2,2,5,2,2,3,2,2,1,1,0,0
11,307,307,2,2,0,2,1,1,1,2,1,1,4,1
1,289,266,1,5,7,2,2,1,1,2,1,1,1,0
2,265,266,3,1,2,1,2,2,2,2,1,2,1,0
2,307,0,2,7,0,1,2,2,2,2,1,1,1,0
3,300,0,2,1,7,1,3,1,3,3,1,1,2,0
24,307,0,2,1,7,1,1,2,1,1,1,1,4,1
2,307,0,2,1,7,2,2,2,1,2,1,1,2,0
1,307,0,3,1,2,2,2,2,2,2,1,9,2,0
6,307,0,2,1,0,2,2,2,1,1,1,1,3,1
84,187,187,1,1,0,3,1,3,1,2,1,1,3,1
12,307,0,2,1,0,1,1,1,1,1,1,1,4,1
3,264,0,1,2,7,2,2,3,1,2,1,1,1,0
1,307,0,2,2,5,2,3,2,3,3,1,2,4,1
2,307,0,1,1,0,2,2,1,1,2,1,1,3,1
60,109,0,2,3,0,3,1,3,1,2,1,1,2,0
2,292,265,3,2,5,1,2,2,2,2,1,4,0,0
7,264,285,2,6,0,2,1,3,1,2,1,1,2,0
36,266,0,1,1,2,2,1,1,1,2,1,1,2,0
18,307,0,2,2,7,2,1,2,1,1,1,1,4,1
7,266,0,2,1,2,2,1,1,1,2,1,2,4,1
17,195,0,2,6,0,1,3,2,1,1,1,1,3,1
60,189,0,1,1,2,3,1,1,1,1,1,1,3,1
3,307,227,2,2,0,2,2,2,1,1,1,1,3,1
1,307,0,2,2,0,2,1,1,1,2,1,1,3,1
36,141,0,2,4,0,2,2,1,1,1,1,1,4,1
3,266,0,1,4,7,1,2,1,1,2,1,1,1,0
18,265,0,1,6,7,3,2,2,2,1,1,1,2,0
2,307,0,3,1,2,2,2,1,1,2,1,5,2,0
1,307,0,3,1,2,1,2,1,2,2,1,2,4,1
1,266,0,3,6,7,1,2,1,2,2,1,2,3,1
24,307,0,2,2,5,2,1,1,1,1,1,1,4,1
12,103,307,1,2,4,2,2,1,2,1,1,1,4,1
3,264,0,1,1,6,3,2,3,1,2,1,1,1,0
0,128,0,3,7,0,2,2,1,2,2,1,4,1,0
3,307,0,1,2,7,2,2,2,1,2,1,1,2,0
12,266,0,2,1,7,2,1,1,1,1,1,1,4,1
2,266,0,1,3,0,2,2,1,2,2,1,1,3,1
2,292,265,1,2,5,2,2,2,3,2,1,1,1,0
3,266,0,3,1,2,2,2,1,2,2,1,3,3,1
1,307,0,2,1,2,1,2,1,2,2,1,2,4,1
12,243,0,1,1,7,2,2,2,2,2,1,1,4,1
3,266,0,3,2,7,1,3,2,3,3,1,6,3,1
4,292,0,2,7,0,1,1,1,1,2,1,1,1,0
24,109,307,3,1,3,3,1,2,1,1,1,2,1,0
1,307,307,1,1,0,2,2,2,1,2,1,1,1,0
2,266,0,2,5,7,1,1,1,1,2,1,1,1,0
2,307,0,3,2,0,2,2,1,1,2,1,2,4,1
2,307,0,1,2,0,2,1,1,1,2,1,1,1,0
6,265,0,1,6,0,1,2,2,1,2,1,1,3,1
2,307,0,2,1,7,2,2,2,2,2,1,1,3,1
36,265,0,2,1,2,2,1,2,1,1,1,1,4,1
1,307,0,3,1,2,3,2,2,2,2,1,6,2,0
1,307,0,1,1,7,1,2,1,2,3,1,1,4,1
2,307,0,2,1,2,2,2,2,1,2,1,1,2,0
2,303,265,2,1,2,2,1,2,2,2,1,1,4,1
2,307,0,3,1,0,2,1,1,1,2,1,2,3,1
18,76,307,1,1,7,2,1,2,1,1,1,1,4,1
4,265,0,2,1,7,2,2,2,1,2,1,1,2,0
5,307,0,2,1,7,2,1,1,1,2,1,1,4,1
1,265,0,2,1,2,2,2,2,2,2,1,2,3,1
4,141,187,2,2,7,2,2,1,2,2,1,1,3,1
0,266,0,1,1,7,2,2,1,1,2,1,1,1,0
2,307,0,2,5,0,2,3,1,3,2,1,1,2,0
6,292,0,1,2,5,2,2,1,2,2,1,1,1,0
3,307,307,1,1,7,2,1,2,1,2,1,1,2,0
24,307,0,2,5,0,2,1,2,1,1,1,9,4,1
10,265,0,1,3,0,2,1,2,1,2,1,2,3,1
6,285,276,1,4,0,2,2,3,2,2,1,1,2,0
4,307,0,1,1,0,2,2,2,2,2,1,1,4,1
3,39,188,1,1,7,2,1,1,1,2,1,2,3,1
1,265,0,1,3,4,3,2,2,2,2,1,1,1,0
3,76,307,2,1,4,2,2,1,1,2,1,1,2,0
5,265,0,1,2,4,2,3,2,3,3,1,3,4,1
17,285,265,1,4,7,2,2,2,1,3,1,1,3,1
5,20,0,1,2,7,1,2,1,2,2,1,1,1,0
2,274,285,1,3,5,2,2,2,1,2,1,1,2,0
3,307,0,2,2,0,2,2,1,1,2,1,1,1,0
14,266,0,2,2,0,2,3,1,3,3,1,1,1,0
2,141,307,1,2,7,2,2,2,2,2,1,1,1,0
5,266,0,2,2,4,2,1,2,1,1,1,2,1,0
3,307,0,1,1,7,2,1,1,1,2,1,1,4,1
15,307,0,1,2,0,3,2,1,2,2,1,1,4,1
2,266,0,1,3,0,2,1,1,1,1,1,1,3,1
3,254,0,2,1,2,1,2,2,2,2,1,1,4,1
2,307,0,2,1,7,2,1,1,1,2,1,4,2,0
10,266,0,1,1,7,2,1,1,1,1,1,1,4,1
2,307,0,2,2,0,2,2,2,2,2,1,1,1,0
5,307,0,2,7,0,2,1,1,1,1,1,1,3,1
1,307,0,2,2,0,2,2,1,1,2,1,1,4,1
2,307,307,3,1,2,2,3,2,3,3,1,4,4,1
96,307,307,2,2,3,2,1,2,1,1,1,1,4,1
18,119,307,1,2,5,2,1,1,1,2,1,1,4,1
12,103,307,1,1,2,2,1,2,1,1,1,1,3,1
3,251,285,2,1,2,2,1,2,1,1,1,1,1,0
24,26,189,1,2,0,2,1,2,1,3,1,1,4,1
3,307,307,2,1,2,1,2,1,1,2,1,2,4,1
2,266,0,3,1,2,1,2,1,1,2,1,2,1,0
4,265,0,2,1,7,2,1,2,1,1,1,1,3,1
2,307,0,2,1,2,2,1,1,1,2,1,1,3,1
11,292,299,2,7,0,1,2,1,1,1,1,2,4,1
7,285,265,2,1,6,2,1,2,1,2,1,1,4,1
3,266,0,1,3,5,2,1,1,1,2,1,1,1,0
24,266,266,3,1,2,2,3,1,3,3,1,5,0,0
0,307,0,2,7,0,3,1,1,1,1,1,1,2,0
3,307,189,2,1,2,2,2,1,2,2,1,1,2,0
13,292,0,1,2,4,2,3,1,3,3,1,1,4,1
1,266,0,1,1,0,1,2,1,2,2,1,1,1,0
2,285,265,1,6,7,2,2,3,1,2,1,1,0,0
36,264,0,2,1,2,2,2,3,2,1,1,1,3,1
2,266,0,3,1,6,1,2,1,2,2,1,3,1,0
1,307,0,2,2,0,2,3,1,3,2,1,1,3,1
12,60,0,2,3,7,1,1,2,1,2,1,1,1,0
12,266,0,1,1,6,2,1,2,1,2,1,1,1,0
24,307,0,2,4,5,2,1,1,1,1,1,1,3,1
1,307,0,2,1,2,3,1,1,1,2,1,1,4,1
3,266,0,2,1,2,2,2,1,2,2,1,1,2,0
2,264,0,2,1,0,3,2,3,1,3,1,1,1,0
108,141,115,1,1,2,3,1,2,1,1,1,2,1,0
3,266,0,2,1,2,2,1,2,1,2,1,1,1,0
12,292,264,1,2,5,2,1,3,1,2,1,1,4,1
1,307,0,2,1,2,2,1,1,1,2,1,1,2,0
12,307,0,2,7,0,2,3,1,3,3,1,1,4,1
4,266,0,2,1,7,1,2,1,2,2,1,1,4,1
18,179,0,2,2,0,1,2,2,1,1,1,1,2,0
2,307,0,2,1,7,3,3,1,3,2,1,1,3,1
4,292,252,1,4,5,2,1,1,1,2,1,1,1,0
1,307,0,3,1,6,2,2,1,2,2,1,6,4,1
48,178,0,1,2,3,1,1,3,1,2,1,1,1,0
4,266,0,1,1,6,2,3,1,3,3,1,1,3,1
12,307,0,3,2,0,2,3,2,3,3,1,2,4,1
48,283,0,2,1,2,2,1,2,1,1,1,1,4,1
2,307,0,2,2,0,2,3,2,1,2,1,1,4,1
5,289,266,1,6,0,2,1,1,1,1,1,1,4,1
12,299,0,2,6,0,2,2,1,1,2,1,1,3,1
2,266,0,1,3,7,2,1,1,1,2,1,1,3,1
60,252,0,1,2,0,2,1,3,1,1,1,1,3,1
6,265,0,1,7,0,2,2,2,2,2,1,1,2,0
3,307,0,2,1,2,2,2,1,2,2,1,2,2,0
2,307,0,2,1,5,2,2,1,1,2,1,1,2,0
5,266,276,1,1,7,2,2,1,1,2,1,1,4,1
3,266,0,2,6,0,1,2,1,1,2,1,2,3,1
1,285,0,3,1,2,2,2,3,2,1,1,4,4,1
2,307,307,2,1,7,2,2,2,1,2,1,1,3,1
3,307,0,2,2,3,2,2,1,1,2,1,1,1,0
2,307,307,3,1,2,1,2,1,1,2,1,2,2,0
2,307,0,1,1,2,2,2,1,2,2,1,1,2,0
5,306,0,1,1,7,1,2,2,2,2,1,2,4,1
6,266,299,1,2,0,2,2,1,1,1,1,1,3,1
3,307,0,2,1,2,2,1,2,1,1,1,1,3,1
6,307,0,2,2,0,2,1,1,1,2,1,1,4,1
7,307,0,1,2,7,2,1,1,1,1,1,1,4,1
3,266,0,2,1,0,2,2,2,1,2,1,1,3,1
1,299,0,3,1,6,1,3,1,3,3,1,3,1,0
4,285,299,2,4,7,2,2,3,1,2,1,1,1,0
2,307,0,1,2,0,2,2,1,2,2,1,1,2,0
6,254,0,2,2,4,2,1,1,1,2,1,1,2,0
5,264,285,2,2,0,2,1,3,1,3,1,1,1,0
4,307,0,2,1,7,2,1,2,1,2,1,1,4,1
1,266,0,2,2,4,1,2,1,1,2,1,2,3,1
48,182,0,1,2,0,2,1,1,1,2,1,1,4,1
2,307,307,2,2,0,3,2,1,2,2,1,1,4,1
2,307,0,1,1,0,2,2,1,1,2,1,1,4,1
14,266,0,2,2,3,2,3,1,1,1,1,1,2,0
12,307,0,2,5,6,2,1,2,1,1,1,2,4,1
12,283,0,2,1,7,3,2,1,2,2,1,1,1,0
1,307,0,2,1,4,2,2,1,2,2,1,1,4,1
3,266,0,1,7,0,1,2,1,2,2,1,1,2,0
24,109,307,1,4,5,2,1,3,1,1,1,1,2,0
1,266,266,2,3,4,2,2,1,2,2,1,3,2,0
18,307,0,1,2,5,2,3,2,3,3,1,1,1,0
2,307,0,1,5,0,2,1,2,1,2,1,1,2,0
2,265,0,2,1,2,2,2,2,2,2,1,1,4,1
4,247,266,1,2,0,2,2,2,2,2,1,1,1,0
1,266,0,1,2,7,2,2,1,2,2,1,1,2,0
30,266,0,2,1,6,1,2,1,1,1,1,1,4,1
12,266,299,2,1,2,1,1,1,1,1,1,1,2,0
4,119,307,2,2,7,3,1,1,1,2,1,1,1,0
5,266,0,1,1,0,1,2,1,2,2,1,1,4,1
36,266,0,2,2,6,2,2,2,1,1,1,1,4,1
2,303,0,2,1,3,2,1,2,1,2,1,1,2,0
1,266,0,1,1,0,2,2,1,2,2,1,1,1,0
4,78,307,2,1,2,2,1,1,1,2,1,1,3,1
12,283,0,1,1,7,3,2,2,2,2,1,1,1,0
4,307,0,2,2,7,2,3,2,1,3,1,1,4,1
3,307,307,2,1,2,2,2,1,1,2,1,2,1,0
6,307,307,2,3,0,1,1,1,1,2,1,1,1,0
4,141,307,1,5,0,2,2,1,1,1,1,1,4,1
12,266,0,1,1,7,2,1,1,1,1,1,1,4,1
12,307,0,1,3,4,2,3,2,3,3,1,1,4,1
6,307,0,2,2,7,2,1,2,1,1,1,1,3,1
12,307,0,1,2,7,2,3,1,3,1,1,1,3,1
9,20,307,2,1,2,2,1,1,1,1,1,1,3,1
4,307,0,2,1,7,3,2,2,2,2,1,1,1,0
1,307,0,2,2,0,2,2,1,2,2,1,1,2,0
2,266,0,3,6,7,2,2,2,2,2,1,2,3,1
29,299,0,1,1,6,2,1,1,1,1,1,1,3,1
2,307,0,3,1,2,1,1,2,1,2,1,4,4,1
3,307,0,3,2,5,1,2,1,2,2,1,3,4,1
36,179,0,2,1,6,1,3,2,1,2,1,1,0,0
1,307,307,3,2,3,2,2,2,2,2,1,9,4,1
2,266,0,2,1,3,2,2,1,2,2,1,1,2,0
2,266,247,2,1,6,1,2,1,2,2,1,1,0,0
2,266,0,2,2,4,2,1,1,1,2,1,1,2,0
2,307,0,1,1,2,2,2,1,2,2,1,1,3,1
24,307,213,3,1,2,2,1,2,1,1,1,4,4,1
1,292,0,2,2,6,1,2,2,2,2,1,1,3,1
2,254,0,2,1,4,2,2,1,1,2,1,1,1,0
4,307,0,1,2,0,2,1,1,1,1,1,1,4,1
3,266,0,2,1,0,2,2,1,1,2,1,1,2,0
12,109,0,1,3,0,3,1,3,1,3,1,1,1,0
11,69,0,1,5,0,2,1,3,1,2,1,1,1,0
3,307,0,2,2,7,2,1,1,1,2,1,1,2,0
3,266,266,3,1,2,1,2,1,2,2,1,3,4,1
12,307,0,1,5,0,3,1,1,1,1,1,1,3,1
4,265,299,1,3,5,2,1,2,1,2,1,2,2,0
3,297,0,3,1,3,1,2,2,2,2,1,2,1,0
30,266,0,1,3,0,3,1,1,1,1,1,1,3,1
3,307,0,2,2,7,2,3,2,3,2,1,1,3,1
0,265,0,3,1,2,1,2,1,2,2,1,3,4,1
60,195,0,1,6,0,2,2,1,1,2,1,1,1,0
72,206,0,1,2,5,3,1,3,1,2,1,1,2,0
2,26,307,3,1,2,2,2,2,2,2,1,8,1,0
12,307,0,2,2,3,2,2,1,2,1,1,1,4,1
2,307,0,1,2,0,2,1,2,1,2,1,1,4,1
2,307,0,1,2,0,2,1,2,1,2,1,1,2,0
36,213,39,2,1,2,3,1,2,1,1,1,1,4,1
1,264,266,1,1,7,1,2,2,2,2,1,1,2,0
60,20,0,1,1,2,2,1,1,1,1,1,1,3,1
2,307,103,2,1,2,2,1,1,1,2,1,1,2,0
24,266,0,2,2,4,2,1,2,1,1,1,1,4,1
1,307,0,2,2,0,2,2,1,2,2,1,2,4,1
1,265,0,3,2,3,1,2,2,2,2,1,4,1,0
1,307,0,2,2,5,2,1,1,1,2,1,5,2,0
19,266,266,2,1,7,2,1,1,1,1,1,1,4,1
4,307,0,2,2,3,2,1,1,1,2,1,1,2,0
4,17,307,2,2,7,3,1,3,1,2,1,1,3,1
1,307,0,2,1,2,2,2,1,2,2,1,1,3,1
8,205,218,2,1,7,1,2,3,2,1,1,1,1,0
2,307,0,2,2,0,2,2,2,1,2,1,1,4,1
60,213,69,1,3,5,2,1,2,1,2,1,1,4,1
4,299,265,1,1,4,1,1,2,1,2,1,1,2,0
18,75,307,2,2,0,1,2,1,2,2,1,1,3,1
2,266,0,1,7,0,1,2,1,2,2,1,1,1,0
1,307,0,2,1,2,2,2,1,1,2,1,7,2,0
36,289,264,3,6,0,2,1,3,1,2,1,5,3,1
48,307,0,1,5,7,2,1,1,1,1,1,1,2,0
11,109,0,2,3,7,3,1,2,1,2,1,1,1,0
2,307,0,2,4,0,2,2,1,2,2,1,1,3,1
2,307,0,2,1,0,2,1,1,1,2,1,1,3,1
2,266,0,2,2,4,1,3,1,1,2,1,1,0,0
48,289,266,2,6,0,2,1,1,1,1,1,1,1,0
3,307,0,3,1,2,1,2,1,2,2,1,3,2,0
4,75,76,1,1,5,2,3,1,1,2,1,1,1,0
3,307,75,2,2,0,1,1,1,1,2,1,1,2,0
3,266,0,1,1,7,2,2,1,1,2,1,1,2,0
1,266,0,3,1,2,1,3,1,3,3,1,3,1,0
72,20,0,1,2,7,2,1,1,1,1,1,1,3,1
3,307,307,1,2,7,2,1,1,1,2,1,1,4,1
24,207,0,2,1,6,1,3,1,3,3,1,1,3,1
2,19,307,2,2,7,2,2,2,1,2,1,1,3,1
12,266,0,2,2,7,1,1,1,1,1,1,1,4,1
84,266,0,1,3,0,3,1,1,1,1,1,1,2,0
1,307,307,3,1,2,2,2,1,2,2,1,2,4,1
1,266,251,3,1,2,1,2,1,2,2,1,3,2,0
4,265,0,2,1,2,1,2,2,2,2,1,1,1,0
4,266,265,2,1,4,1,3,1,3,3,1,2,3,1
4,205,0,2,2,5,1,1,2,1,3,1,1,2,0
2,265,0,2,2,5,1,2,2,2,2,1,1,3,1
31,254,265,2,1,3,2,1,2,1,2,1,2,3,1
9,292,266,1,5,0,2,1,1,1,1,1,2,1,0
15,307,0,2,2,0,2,1,2,1,1,1,1,4,1
4,307,0,2,1,2,2,1,1,1,2,1,1,4,1
1,307,0,1,2,0,2,2,1,2,2,1,1,1,0
1,307,0,2,4,5,2,1,1,1,2,1,1,3,1
108,20,195,1,2,0,2,1,1,1,2,1,2,1,0
18,284,292,2,3,6,2,2,1,1,1,1,1,3,1
36,109,0,1,2,3,2,1,2,1,1,1,2,3,1
48,147,0,1,7,0,2,1,2,1,1,1,1,3,1
2,307,0,2,1,3,2,1,2,1,2,1,1,2,0
2,266,304,2,1,3,1,1,2,1,2,1,1,1,0
12,307,0,2,5,0,3,1,2,2,1,1,1,4,1
1,266,0,2,1,2,1,2,1,2,2,1,3,4,1
7,307,0,2,1,0,1,1,1,1,1,1,1,4,1
36,307,0,2,2,0,2,1,1,1,1,1,1,4,1
1,292,266,3,1,6,2,2,1,2,2,1,6,3,1
4,266,0,3,1,3,2,2,1,2,2,1,3,1,0
24,307,0,2,1,0,3,1,1,1,1,1,1,2,0
2,307,0,1,3,7,2,2,1,2,2,1,1,1,0
4,307,0,2,3,5,2,1,1,1,1,1,1,2,0
36,119,0,1,6,7,3,1,2,1,1,1,1,4,1
2,266,0,1,1,0,2,1,1,1,2,1,1,1,0
2,307,0,1,1,2,2,1,1,1,2,1,1,2,0
3,307,0,1,2,0,2,1,1,1,2,1,1,4,1
6,97,109,3,1,3,2,1,2,1,2,1,2,4,1
3,265,292,3,7,0,1,1,2,1,1,1,2,4,1
48,307,307,1,5,7,1,1,3,1,3,1,2,4,1
12,307,0,2,1,7,2,1,1,1,1,1,1,4,1
5,265,285,2,1,6,2,1,2,1,1,1,1,2,0
1,307,0,1,2,0,2,2,1,2,2,1,1,1,0
108,266,0,2,6,7,2,1,1,1,1,1,1,4,1
1,265,0,2,5,0,2,2,2,1,2,1,1,4,1
48,128,0,2,5,0,1,1,1,1,1,1,1,2,0
2,285,0,1,1,7,2,2,3,1,2,1,1,2,0
2,251,266,2,2,4,2,2,1,1,2,1,1,2,0
2,218,0,2,1,7,2,2,1,2,2,1,1,3,1
2,266,0,1,1,2,2,1,1,1,2,1,1,2,0
1,266,0,2,6,0,1,2,1,2,2,1,1,1,0
1,266,0,2,1,7,2,2,1,2,2,1,1,2,0
11,307,0,2,3,0,2,1,2,1,1,1,1,2,0
6,307,0,1,3,0,2,1,1,1,1,1,1,4,1
1,307,0,3,1,0,2,2,1,2,2,1,6,2,0
