Age,Breed1,Breed2,Gender,Color1,Color2,MaturitySize,Vaccinated,FurLength,Dewormed,Sterilized,Health,Quantity,AdoptionSpeed,AdoptionSpeedBinary,StatusPred
57,150,0,1,2,3,3,1,1,1,2,1,1,1,0,0
6,266,0,1,6,0,2,1,1,1,1,1,2,4,1,1
72,307,0,2,1,2,2,1,1,1,1,1,1,4,1,1
96,141,0,2,4,0,3,1,1,1,1,1,1,3,1,1
1,307,307,2,1,2,1,2,1,1,2,1,3,3,1,1
1,307,0,2,1,2,2,2,2,2,2,1,1,2,0,0
5,307,141,1,1,7,2,3,1,3,2,1,1,3,1,1
2,303,266,3,1,2,1,2,1,2,2,1,2,2,0,0
36,78,307,2,1,2,2,1,1,1,1,1,1,4,1,1
2,307,0,2,2,0,2,1,2,1,2,1,1,2,0,0
2,307,0,1,5,7,2,2,1,2,2,1,1,1,0,0
14,266,0,2,3,7,2,2,1,2,2,1,2,3,1,1
48,109,0,3,3,0,2,3,2,3,3,1,2,4,1,1
3,265,0,3,1,6,2,2,2,2,2,1,3,4,1,1
4,307,0,2,1,2,2,1,1,1,2,1,1,3,1,1
1,307,0,2,2,7,2,1,2,1,2,1,1,1,0,0
3,307,0,2,2,0,3,2,1,2,2,1,1,2,0,0
36,119,0,2,2,5,3,3,2,3,1,1,1,3,1,1
3,266,0,2,1,2,1,2,1,1,2,1,1,4,1,1
108,307,0,1,2,7,2,2,1,2,2,1,1,2,0,1
12,307,0,3,2,5,2,1,1,1,1,1,5,3,1,1
2,273,0,2,1,3,1,2,1,1,2,1,3,1,0,0
2,307,0,1,1,2,2,2,2,1,2,1,1,1,0,0
1,265,265,3,6,7,1,2,2,2,2,1,4,3,1,1
24,266,266,2,6,0,2,1,1,1,1,1,1,4,1,1
1,307,0,1,1,4,2,2,1,1,2,1,1,1,0,0
24,307,0,2,2,0,3,2,1,2,1,1,2,4,1,1
2,266,0,1,1,0,2,1,1,1,2,1,1,1,0,0
1,307,0,2,2,0,2,2,1,1,2,1,1,4,1,1
3,265,0,2,3,4,1,1,2,1,1,1,1,1,0,0
36,109,307,1,3,0,2,2,2,1,1,1,1,2,0,0
5,1,0,2,1,4,2,2,1,2,2,1,2,4,1,1
3,265,0,2,1,4,1,2,2,2,2,1,1,1,0,0
2,266,254,3,1,3,1,2,1,1,2,1,5,4,1,1
4,307,0,2,7,0,2,2,2,2,2,1,1,4,1,1
2,307,0,1,5,0,2,1,2,1,2,1,1,1,0,0
3,266,0,1,2,0,2,2,1,2,2,1,1,1,0,0
38,265,0,2,5,7,2,2,2,2,2,1,1,2,0,0
4,206,0,1,1,7,3,3,2,3,3,1,1,2,0,0
5,178,0,1,2,5,1,1,2,1,2,1,1,1,0,0
1,307,0,2,2,0,2,2,1,1,2,1,1,2,0,0
2,254,266,3,1,3,1,1,1,1,2,1,2,2,0,0
4,266,0,2,2,5,2,2,1,2,1,1,1,4,1,1
2,266,0,3,1,2,2,2,2,2,2,1,4,1,0,0
1,189,307,1,1,5,2,2,2,1,2,1,2,2,0,0
3,266,0,2,1,6,2,2,2,1,2,1,1,1,0,0
12,266,0,2,2,5,1,1,1,1,1,1,1,1,0,0
14,292,0,2,2,5,2,2,2,1,2,1,2,3,1,1
12,307,200,1,1,5,2,3,1,3,2,1,1,2,0,0
24,292,0,1,1,7,4,1,2,1,2,1,1,3,1,1
2,265,299,1,1,2,2,1,2,1,2,1,1,1,0,0
4,266,0,1,7,0,1,2,1,2,2,1,1,4,1,1
12,266,0,3,1,2,2,1,1,1,1,1,2,4,1,1
2,265,0,1,1,6,2,1,2,1,2,1,1,1,0,0
11,307,0,2,7,0,2,3,3,3,3,1,1,2,0,0
8,141,307,3,1,0,2,1,1,1,2,1,2,3,1,1
2,307,0,1,2,0,2,2,1,2,2,1,1,4,1,1
4,307,0,2,1,2,2,1,2,1,2,1,1,0,0,0
4,266,0,1,2,5,2,3,1,3,2,1,1,1,0,0
24,266,266,1,3,4,2,1,1,1,1,1,1,2,0,0
12,119,0,1,4,7,2,1,1,1,1,1,1,3,1,1
1,307,0,2,1,2,2,2,2,1,1,1,1,3,1,1
3,265,0,3,1,4,1,1,2,1,1,1,6,4,1,1
10,78,0,1,1,2,2,2,1,2,2,1,1,2,0,0
8,266,0,1,1,6,2,1,1,1,2,1,1,3,1,1
2,265,0,1,2,7,2,2,2,2,2,1,1,3,1,1
24,141,307,2,3,5,2,1,1,1,1,1,1,3,1,1
2,266,266,3,1,2,1,1,1,1,2,1,2,4,1,1
10,266,0,3,3,6,1,2,2,2,1,1,7,4,1,1
3,299,0,2,2,6,1,3,1,1,2,1,1,2,0,0
2,266,0,2,3,5,2,1,2,1,2,1,1,2,0,0
1,243,0,3,6,0,1,3,1,3,3,1,2,1,0,0
1,266,266,3,1,6,2,2,1,1,3,1,5,4,1,1
10,288,276,2,5,6,3,1,3,1,1,1,1,2,0,0
24,292,0,2,2,5,2,2,1,1,2,1,1,3,1,1
18,265,0,2,1,7,3,2,2,1,2,1,6,3,1,1
24,307,0,2,1,2,2,1,2,1,1,1,1,3,1,1
5,265,0,1,6,7,2,2,2,2,2,1,1,1,0,0
2,307,0,2,1,2,2,1,1,1,2,1,1,1,0,0
4,195,179,2,7,0,1,1,1,1,2,1,1,0,0,0
12,266,0,1,6,7,2,2,1,1,1,1,1,3,1,1
2,266,0,1,1,2,2,2,1,2,2,1,4,3,1,1
4,307,0,2,1,2,1,1,2,1,2,1,1,2,0,0
12,266,0,2,4,6,2,1,1,1,1,1,1,0,0,0
2,266,0,1,3,7,2,2,1,2,2,1,1,1,0,0
2,307,0,2,2,7,2,1,1,1,2,1,1,1,0,0
1,307,0,2,5,7,2,2,2,2,2,1,1,2,0,0
12,266,0,2,1,0,2,2,1,1,1,1,1,4,1,1
5,265,265,3,1,2,2,1,2,1,2,1,2,3,1,1
3,266,0,1,1,0,2,2,1,1,2,1,1,3,1,1
6,307,0,3,1,2,2,3,1,3,3,1,3,4,1,1
2,266,0,1,3,0,1,2,1,2,2,1,1,4,1,1
2,266,0,1,1,7,1,3,1,3,2,1,1,2,0,0
1,266,0,3,1,6,1,2,1,1,2,1,3,1,0,0
5,285,264,1,1,6,3,1,3,1,2,1,1,3,1,1
2,307,0,2,2,7,2,2,1,2,2,1,1,1,0,0
4,307,0,1,7,0,2,1,1,1,2,1,1,1,0,0
0,307,307,1,7,0,2,1,1,1,2,1,1,2,0,0
1,266,0,1,4,5,1,2,1,1,2,1,1,3,1,1
4,266,0,3,1,6,2,2,1,1,2,1,4,2,0,0
6,75,205,2,2,5,1,3,2,1,1,1,1,1,0,0
8,75,307,2,1,0,2,3,1,3,1,1,1,1,0,0
3,266,0,1,1,2,2,2,1,1,2,1,1,3,1,1
3,264,0,2,1,0,1,2,3,2,1,1,1,2,0,0
7,307,0,2,2,7,2,3,1,3,3,1,1,4,1,1
12,285,264,2,1,5,2,1,3,1,1,1,1,3,1,1
2,266,0,2,2,6,2,2,1,2,2,1,4,3,1,1
96,205,0,2,5,7,1,1,2,1,3,1,1,3,1,1
3,307,0,3,1,2,1,3,1,3,3,1,4,4,1,1
24,20,307,2,1,7,2,1,1,1,1,1,1,3,1,1
60,20,307,1,1,7,2,1,1,1,1,1,1,4,1,1
8,266,299,2,1,6,2,2,2,2,1,1,1,2,0,0
12,265,0,1,3,7,2,1,2,1,1,1,1,4,1,1
6,273,0,1,1,7,2,2,2,2,2,1,1,4,1,1
12,266,0,1,3,4,1,2,1,1,1,1,1,4,1,1
12,295,0,3,2,7,2,1,2,1,1,1,2,4,1,1
48,75,307,1,5,7,2,1,2,3,3,1,1,2,0,0
36,307,228,1,2,5,1,1,3,1,1,1,1,2,0,0
24,20,0,1,2,5,2,1,1,1,1,1,1,1,0,0
3,266,0,3,1,2,1,1,1,1,3,1,3,4,1,1
2,307,307,2,5,7,2,2,2,2,2,1,1,2,0,0
2,266,0,1,1,7,2,2,2,1,2,1,1,3,1,1
0,266,0,2,2,3,1,1,1,1,1,1,1,3,1,1
2,307,307,2,1,4,3,2,1,1,2,1,1,1,0,0
2,307,307,3,1,7,2,2,1,2,2,1,2,3,1,1
3,266,0,3,4,6,2,2,1,1,2,1,2,1,0,0
3,307,0,2,1,2,2,2,1,2,2,1,1,4,1,1
2,307,0,1,1,2,2,2,2,2,2,1,1,3,1,1
2,69,307,2,1,0,2,3,1,1,2,1,1,2,0,0
12,109,179,1,2,7,2,1,2,1,2,1,1,2,0,0
1,70,307,2,1,5,2,2,1,2,2,1,1,1,0,0
20,206,213,2,1,4,2,1,2,1,1,1,1,4,1,1
3,266,0,1,1,7,1,2,1,2,2,1,1,1,0,0
1,218,307,2,1,2,2,2,1,1,2,1,1,2,0,0
5,141,307,1,4,0,2,1,2,1,1,1,1,4,1,1
1,307,0,2,1,2,2,2,1,2,2,1,6,3,1,1
5,266,265,3,2,6,1,1,2,1,2,1,3,4,1,1
12,307,0,2,2,7,1,1,1,1,1,1,2,2,0,0
3,3,0,1,2,0,2,2,2,1,2,1,4,4,1,1
4,307,0,2,1,2,2,2,2,1,2,1,1,4,1,1
15,292,0,2,7,0,2,2,1,2,3,1,1,4,1,1
1,266,0,2,3,4,2,2,1,2,2,1,1,1,0,0
2,266,0,3,1,6,2,2,1,2,2,1,2,2,0,0
2,307,0,1,1,2,1,2,2,2,2,1,2,0,0,0
60,266,0,1,2,5,1,1,1,1,1,1,1,2,0,0
11,307,103,1,1,2,2,3,2,3,3,1,1,2,0,0
3,307,0,1,2,0,2,2,1,1,2,1,2,4,1,1
3,265,0,1,1,0,1,2,2,2,2,1,1,1,0,0
6,266,0,1,3,7,1,2,1,2,2,1,1,2,0,0
3,243,0,2,2,3,2,2,2,1,2,1,2,4,1,1
5,266,0,2,1,4,2,2,2,2,2,1,2,3,1,1
2,307,0,2,2,7,2,1,1,1,2,1,1,2,0,0
5,307,0,2,1,7,1,1,1,1,1,1,1,4,1,1
84,266,0,2,6,7,2,1,1,1,1,1,1,3,1,1
18,307,0,1,2,7,2,1,1,1,1,1,1,4,1,1
2,307,0,2,1,2,2,2,1,2,2,1,1,3,1,1
84,231,147,2,7,0,1,1,2,1,1,1,1,2,0,0
46,179,0,2,5,7,1,1,3,1,1,1,1,3,1,1
7,307,0,2,1,7,2,1,1,1,2,1,1,3,1,1
1,307,0,1,2,0,1,1,2,1,2,1,1,4,1,1
3,264,265,2,1,2,1,2,2,1,2,1,1,4,1,1
10,119,109,2,4,5,2,1,2,1,1,1,1,4,1,1
29,285,264,2,1,2,2,3,3,3,3,1,1,2,0,0
3,265,265,2,2,7,2,1,2,1,2,1,1,1,0,0
4,265,265,3,1,6,2,2,2,2,2,1,4,4,1,1
29,264,0,2,2,5,2,2,3,2,2,1,1,1,0,0
36,205,0,1,1,0,2,1,1,1,3,1,1,2,0,0
108,307,0,1,2,7,2,3,2,3,3,1,1,4,1,1
36,17,0,1,1,3,1,3,2,1,2,1,1,3,1,1
19,265,0,2,1,7,2,1,2,1,1,1,1,4,1,1
2,265,0,1,4,7,2,2,2,3,2,1,1,2,0,0
2,307,0,3,1,2,2,1,1,1,2,1,4,2,0,0
2,265,0,2,1,2,1,2,2,2,2,1,1,2,0,0
72,103,0,1,1,2,3,1,1,1,2,1,1,1,0,0
9,266,0,2,1,5,2,2,1,2,2,1,1,4,1,1
24,20,0,2,1,2,2,1,1,1,2,1,1,0,0,0
8,266,247,3,1,2,2,1,1,1,2,1,6,3,1,1
48,20,20,2,1,2,2,1,1,1,1,1,1,1,0,0
5,299,0,2,1,2,2,2,1,2,2,1,1,4,1,1
5,266,299,1,1,0,2,2,1,2,2,1,1,2,0,0
2,266,0,3,5,6,2,2,1,2,2,1,3,2,0,0
49,109,0,1,3,4,3,1,2,1,2,1,1,3,1,1
24,141,307,1,4,0,3,3,1,3,1,1,1,3,1,1
2,78,307,3,1,2,2,3,1,3,2,1,3,2,0,0
36,307,307,2,1,0,3,1,1,1,2,1,1,4,1,1
1,307,307,3,1,2,1,2,1,2,2,1,5,2,0,0
1,307,0,1,1,2,2,3,2,3,2,1,1,1,0,0
6,307,0,1,2,7,3,1,1,1,1,1,1,2,0,0
24,307,0,2,1,2,2,1,2,1,1,1,1,2,0,0
2,307,307,2,1,0,2,2,1,1,2,1,3,4,1,1
1,307,0,1,1,2,2,3,2,3,2,1,1,3,1,1
2,265,0,1,2,6,2,1,2,1,2,1,1,1,0,0
2,266,0,2,2,4,2,2,1,1,2,1,1,0,0,0
6,265,0,2,1,3,2,3,2,3,3,1,1,2,0,0
2,307,0,2,5,0,2,1,1,1,1,1,1,3,1,1
7,300,0,2,1,2,2,1,2,1,2,1,1,2,0,0
2,218,307,2,1,7,2,2,2,1,2,1,1,3,1,1
11,307,0,1,2,7,2,1,2,3,3,1,1,4,1,1
3,265,0,1,6,0,1,2,2,2,2,1,1,1,0,0
2,266,0,2,4,7,1,2,1,2,2,1,1,4,1,1
3,307,26,1,1,5,2,1,1,1,1,1,1,4,1,1
